,STATE,COUNTY,County_Population,countyFIPS,County_Area in m2 - Total area,County_Area in m2 - Water area,County_Area in m2 - Land area,County_Population_Density_m2
1170,Louisiana,Vernon Parish,51007,22115,3474436674.4366746,35146335.14633515,3439290339.2903395,1.4830675798811665e-05
1171,Louisiana,Washington Parish,46457,22117,1750530950.5309505,16472416.472416474,1734058534.0585341,2.6790906470307083e-05
1172,Louisiana,Webster Parish,39631,22119,1592437192.4371924,56487956.48795649,1535949235.949236,2.5802285044601452e-05
1173,Louisiana,West Baton Rouge Parish,25860,22121,527894327.8943279,29603729.603729602,498290598.2905983,5.189742710120069e-05
1174,Louisiana,West Carroll Parish,11180,22123,933877233.8772339,2382802.382802383,931494431.4944315,1.2002218823856528e-05
1175,Louisiana,West Feliciana Parish,15377,22125,1103341103.3411033,59026159.026159026,1044314944.3149443,1.472448525582203e-05
1176,Louisiana,Winn Parish,14494,22127,2478166278.1662784,17456617.456617456,2460735560.735561,5.890108726541696e-06
1177,Maine,Androscoggin County,107444,23001,1287542087.5420876,75602175.60217561,1211939911.939912,8.865456029748038e-05
1178,Maine,Aroostook County,68269,23003,17683423983.423985,404662004.6620047,17278761978.76198,3.95103538574767e-06
1179,Maine,Cumberland County,290944,23005,3153224553.2245536,989950789.95079,2163273763.273763,0.0001344924553421771
1180,Maine,Franklin County,30019,23007,4515617715.617716,121393421.39342138,4394224294.224294,6.8314673967499905e-06
1181,Maine,Hancock County,54541,23009,6073400673.400674,1963325563.3255632,4110049210.0492105,1.327015741481766e-05
1182,Maine,Kennebec County,121545,23011,2463532763.5327635,216653716.65371668,2246879046.879047,5.409503469660642e-05
1183,Maine,Knox County,39823,23013,2962833462.833463,2017119917.119917,945687645.6876457,4.211009859502095e-05
1184,Maine,Lincoln County,34067,23015,1811965811.965812,631416731.4167314,1180574980.5749805,2.885627813610636e-05
1185,Maine,Oxford County,57325,23017,5635120435.120435,256099456.0994561,5379020979.02098,1.0657143785751429e-05
1186,Maine,Penobscot County,151748,23019,9212846412.846413,413675213.6752137,8799171199.1712,1.7245715143523205e-05
1187,Maine,Piscataquis County,16887,23021,11338953638.95364,1080315980.3159804,10258637658.63766,1.6461250082052887e-06
1188,Maine,Sagadahoc County,35277,23023,958404558.4045584,301320901.32090133,657057757.057757,5.368934408135914e-05
1189,Maine,Somerset County,50710,23025,10602253302.253304,438047138.04713804,10164206164.206165,4.989076291917235e-06
1190,Maine,Waldo County,39418,23027,2208650608.6506085,318155918.1559182,1890494690.4946904,2.0850627192021045e-05
1191,Maine,Washington County,31694,23029,8437321937.321938,1800025900.0259001,6637296037.296037,4.775137318255251e-06
1192,Maine,York County,203102,23031,3288552188.552189,722610722.6107227,2565941465.941466,7.915301369724743e-05
1193,Maryland,Allegany County,71977,24001,1113519813.5198135,14944314.944314944,1098575498.5754986,6.551848288381742e-05
1194,Maryland,Anne Arundel County,567696,24003,1522403522.4035223,447811447.81144786,1074592074.5920746,0.0005282897700650759
1195,Maryland,Baltimore County,827625,24005,1765760165.7601657,216135716.13571614,1549598549.5985496,0.0005340899423366204
1196,Maryland,Calvert County,91082,24009,893732193.7321937,341673141.67314166,552059052.0590521,0.0001649859732582688
1197,Maryland,Caroline County,32875,24011,844081844.081844,16783216.783216786,827298627.2986274,3.97377668899881e-05
1198,Maryland,Carroll County,167522,24013,1172468272.4682724,13183113.183113182,1159259259.2592592,0.00014450779552715656
1199,Maryland,Cecil County,102517,24015,1082206682.2066822,185340585.34058535,896840196.8401968,0.00011430910474485228
1200,Maryland,Charles County,157671,24017,1665293965.2939653,479720279.7202797,1185573685.5736856,0.00013299131206990713
1201,Maryland,Dorchester County,32261,24019,2545972545.972546,1145402745.4027455,1400595700.5957005,2.303377054940178e-05
1202,Maryland,Frederick County,248472,24021,1728515928.5159285,18544418.544418544,1709971509.9715102,0.00014530768410529822
1203,Maryland,Garrett County,29376,24023,1698368298.3682983,22351722.351722352,1675990675.9906762,1.75275438108484e-05
1204,Maryland,Harford County,251025,24025,1363998963.998964,231934731.93473193,1132064232.064232,0.00022174095152028187
1205,Maryland,Howard County,315327,24027,656280756.2807562,6863506.863506863,649417249.4172494,0.00048555377961234745
1206,Maryland,Kent County,19593,24029,1070836570.8365709,353328153.3281533,717508417.5084175,2.7306996715157206e-05
1207,Maryland,Montgomery County,1040133,24031,1313001813.001813,40637140.63714064,1272338772.3387723,0.0008174968983206107
1208,Maryland,Prince George's County,906202,24033,1291996891.996892,41828541.82854182,1250168350.1683502,0.0007248639752221922
1209,Maryland,Queen Anne's County,49355,24035,1322688422.6884227,359440559.44055945,963247863.2478633,5.123811002661934e-05
1210,Maryland,St. Mary's County,111531,24037,1979409479.4094794,1054312354.3123543,925097125.0971252,0.00012056139509491012
1211,Maryland,Somerset County,25737,24039,1580808080.808081,752732452.7324528,828075628.0756282,3.108049449518328e-05
1212,Maryland,Talbot County,37211,24041,1234939134.939135,539419839.4198395,695519295.5192956,5.35010318760706e-05
1213,Maryland,Washington County,149811,24043,1210411810.4118104,24760424.760424763,1185651385.6513855,0.00012635332932849842
1214,Maryland,Wicomico County,102172,24045,1036622636.6226367,66796166.79616679,969800569.8005698,0.00010535361927144537
1215,Maryland,Worcester County,51564,24047,1799689199.6891997,586842786.8427869,1212846412.846413,4.251486375672674e-05
1216,Maryland,Baltimore city,614700,24510,238409738.4097384,28774928.774928775,209634809.63480964,0.002932242031134173
1217,Massachusetts,Barnstable County,213690,25001,3381351981.351981,2361590261.5902615,1019735819.7358198,0.00020955427461139895
1218,Massachusetts,Berkshire County,127328,25003,2451256151.256151,50764050.76405077,2400466200.466201,5.304302971450766e-05
1219,Massachusetts,Bristol County,558905,25005,1790287490.2874904,357757057.7570577,1432530432.5304327,0.0003901522699331043
1220,Massachusetts,Dukes County,17313,25007,1271587671.5876715,1004195804.1958042,267417767.4177674,6.47413975786925e-05
1221,Massachusetts,Essex County,781024,25009,2145739445.739446,870007770.0077701,1275731675.7316759,0.0006122165145363001
1222,Massachusetts,Franklin County,70935,25011,1876638176.6381767,65423465.42346543,1811240611.2406113,3.916376408511125e-05
1223,Massachusetts,Hampden County,469116,25013,1642709142.7091427,44314944.31494431,1598394198.3941984,0.00029349205625951974
1224,Massachusetts,Hampshire County,161159,25015,1412095312.095312,46490546.49054649,1365604765.6047657,0.00011801291563934301
1225,Massachusetts,Middlesex County,1595192,25017,2193887593.8875937,75731675.73167573,2118155918.1559184,0.0007531041441882076
1226,Massachusetts,Nantucket County,11101,25019,786480186.4801866,670007770.0077701,116472416.47241648,9.531012008005337e-05
1227,Massachusetts,Norfolk County,698249,25021,1150867650.867651,124941724.94172494,1025925925.925926,0.0006806037184115524
1228,Massachusetts,Plymouth County,512135,25023,2831520331.5203314,1124527324.5273244,1707018907.018907,0.0003000171807671299
1229,Massachusetts,Suffolk County,791766,25025,311370111.37011135,160761460.76146075,150608650.6086506,0.005257108385210663
1230,Massachusetts,Worcester County,822280,25027,4090106190.10619,177207977.2079772,3912898212.898213,0.0002101460235509045
1231,Michigan,Alcona County,10364,26001,4637606837.606837,2890442890.4428906,1747189847.1898472,5.931811025956507e-06
1232,Michigan,Alger County,9194,26003,13073659673.659674,10703626003.626003,2370033670.03367,3.8792697826395795e-06
1233,Michigan,Allegan County,115250,26005,4748225848.225848,2610878010.8780107,2137347837.3478374,5.392196720914169e-05
1234,Michigan,Alpena County,28612,26007,4389847189.84719,2908728308.7283087,1481118881.1188812,1.9317828139754483e-05
1235,Michigan,Antrim County,23177,26009,1558585858.5858586,326521626.52162653,1232064232.064232,1.8811519234811854e-05
1236,Michigan,Arenac County,15165,26011,1762988862.9888632,822325822.3258224,940663040.6630406,1.6121607147773894e-05
1237,Michigan,Baraga County,8507,26013,2768117068.1170683,441621341.6213416,2326495726.4957266,3.6565723732549594e-06
1238,Michigan,Barry County,60057,26015,1494535094.5350945,62030562.03056203,1432504532.5045326,4.192447467862373e-05
1239,Michigan,Bay County,104786,26017,1633566433.5664337,487982387.98238796,1145558145.5581455,9.14715681664029e-05
1240,Michigan,Benzie County,17552,26019,2226288526.2885265,1398238798.2387984,828023828.023828,2.1197457616515483e-05
1241,Michigan,Berrien County,154807,26021,4096011396.011396,2625537425.5374255,1470473970.4739704,0.00010527694002642008
1242,Michigan,Branch County,43584,26023,1345972545.9725459,34472934.47293448,1311499611.4996116,3.323218674092067e-05
1243,Michigan,Calhoun County,134473,26025,1860528360.5283606,31390831.39083139,1829137529.1375291,7.351716197272844e-05
1244,Michigan,Cass County,51460,26027,1316550116.5501165,47293447.2934473,1269256669.2566693,4.0543415092029543e-05
1245,Michigan,Charlevoix County,26219,26029,3601295001.2950015,2522973322.973323,1078321678.3216782,2.4314636835278862e-05
1246,Michigan,Cheboygan County,25458,26031,2293136493.136493,440611240.6112406,1852525252.5252526,1.3742322791712105e-05
1247,Michigan,Chippewa County,37834,26033,6988837088.837089,2952525252.525253,4036311836.3118367,9.373408580485363e-06
1248,Michigan,Clare County,30616,26035,1490132090.1320903,28541828.54182854,1461590261.5902617,2.0947047065494752e-05
1249,Michigan,Clinton County,77896,26037,1488111888.111888,21108521.10852111,1467003367.003367,5.309871930227221e-05
1250,Michigan,Crawford County,13836,26039,1458793058.7930589,18026418.026418027,1440766640.7666407,9.603220680232978e-06
1251,Michigan,Delta County,36190,26041,5157523957.523957,2124397824.3978245,3033152033.152033,1.1931482367005381e-05
1252,Michigan,Dickinson County,25570,26043,2012561512.5615125,40533540.53354053,1972027972.027972,1.2966347517730497e-05
1253,Michigan,Eaton County,109155,26045,1500725200.7252007,11033411.033411033,1489691789.6917896,7.327354608202792e-05
1254,Michigan,Emmet County,33039,26047,2284382284.3822846,1073556073.5560735,1210800310.8003109,2.7286910736058524e-05
1255,Michigan,Genesee County,409361,26049,1682439782.4397826,32659932.659932658,1649779849.7798498,0.00024813068243900906
1256,Michigan,Gladwin County,25289,26051,1336260036.2600362,36648536.64853665,1299611499.6114995,1.9458892143967475e-05
1257,Michigan,Gogebic County,15414,26053,3823724423.7244234,969930069.9300699,2853794353.7943535,5.4012301129917875e-06
1258,Michigan,Grand Traverse County,91746,26055,1557394457.3944573,354778554.77855474,1202615902.6159027,7.628869683199449e-05
1259,Michigan,Gratiot County,41067,26057,1480471380.4713805,8158508.158508158,1472312872.3128724,2.7892848573338492e-05
1260,Michigan,Hillsdale County,45830,26059,1572157472.1574721,22973322.973322973,1549158249.1582491,2.9583807867854815e-05
1261,Michigan,Houghton County,36360,26061,3888888888.888889,1275317275.3172753,2613571613.571614,1.3911996828857396e-05
1262,Michigan,Huron County,31543,26063,5534317534.317534,3369852369.85237,2164491064.4910645,1.4572940733029399e-05
1263,Michigan,Ingham County,289564,26065,1452240352.2403524,11888111.888111887,1440352240.3522403,0.00020103693519384305
1264,Michigan,Ionia County,64176,26067,1502331002.3310022,22636622.636622638,1479668479.6684797,4.33718774724313e-05
1265,Michigan,Iosco County,25247,26069,4895260295.260295,3473089873.0898733,1422170422.1704223,1.7752443452922965e-05
1266,Michigan,Iron County,11212,26071,3137037037.0370374,116705516.70551671,3020331520.3315206,3.712175277622947e-06
1267,Michigan,Isabella County,70775,26073,1496192696.192696,12950012.95001295,1483242683.2426832,4.771639921072851e-05
1268,Michigan,Jackson County,158913,26075,1873866873.866874,56539756.53975654,1817327117.3271172,8.744325580401044e-05
1269,Michigan,Kalamazoo County,261573,26077,1502978502.978503,48277648.27764828,1454700854.7008545,0.0001798122267920094
1270,Michigan,Kalkaska County,17463,26079,1478140378.1403782,28075628.075628076,1450038850.03885,1.2043125602829278e-05
1271,Michigan,Kent County,643140,26081,2258326858.3268585,64750064.75006475,2193602693.6026936,0.0002931889178818112
1272,Michigan,Keweenaw County,2130,26083,15452447552.447552,14053561253.561253,1398886298.886299,1.5226398326266872e-06
1273,Michigan,Lake County,11763,26085,1487386687.3866873,17896917.8969179,1469489769.4897695,8.004819253749758e-06
1274,Michigan,Lapeer County,88202,26087,1716757316.7573168,51359751.35975136,1665397565.3975654,5.2961528125534593e-05
1275,Michigan,Leelanau County,21639,26089,6558378658.378658,5659207459.207459,899171199.1711992,2.4065495002448367e-05
1276,Michigan,Lenawee County,98474,26091,1972053872.053872,30691530.69153069,1941336441.3364413,5.072485011006604e-05
1277,Michigan,Livingston County,188482,26093,1516187516.1875162,52188552.188552186,1463998963.998964,0.000128744626625387
1278,Michigan,Luce County,6364,26095,4953354053.3540535,2624734524.7345247,2328619528.619529,2.73294968189705e-06
1279,Michigan,Mackinac County,10817,26097,5440663040.66304,2794819994.8199944,2645868945.868946,4.088259933240012e-06
1280,Michigan,Macomb County,868704,26099,1478502978.5029786,237321937.32193732,1241181041.1810412,0.0006999011193188932
1281,Michigan,Manistee County,24444,26101,3316653716.6537166,1912483812.4838123,1404169904.1699042,1.740814977404777e-05
1282,Michigan,Marquette County,66939,26103,8869567469.567469,4185806785.806786,4683760683.760684,1.4291720802919707e-05
1283,Michigan,Mason County,28884,26105,3217922817.922818,1935690235.6902356,1282232582.2325823,2.2526334457753448e-05
1284,Michigan,Mecosta County,43264,26107,1479383579.3835795,41750841.75084175,1437632737.6327379,3.0093916803286068e-05
1285,Michigan,Menominee County,23234,26109,3465967365.967366,761797461.7974617,2704169904.169904,8.5919157535821e-06
1286,Michigan,Midland County,83389,26111,1367702667.702668,30613830.613830615,1337088837.0888371,6.236608794188861e-05
1287,Michigan,Missaukee County,15006,26113,1486221186.2211864,23569023.56902357,1462652162.6521628,1.0259445398686098e-05
1288,Michigan,Monroe County,149699,26115,1761253561.2535613,338306138.30613834,1422921522.9215229,0.00010520538033091247
1289,Michigan,Montcalm County,63209,26117,1866951566.9515672,39963739.96373996,1826987826.987827,3.459738432095265e-05
1290,Michigan,Montmorency County,9261,26119,1457264957.2649572,41414141.41414142,1415850815.8508158,6.54094336516299e-06
1291,Michigan,Muskegon County,173043,26121,3781455581.4555817,2488422688.4226885,1293058793.058793,0.00013382454141211818
1292,Michigan,Newaygo County,48142,26123,2231779331.779332,125589225.58922559,2106190106.1901064,2.2857385882931625e-05
1293,Michigan,Oakland County,1250843,26125,2349883449.88345,102641802.64180265,2247241647.2416472,0.0005566125928359035
1294,Michigan,Oceana County,26417,26127,3382413882.4138827,2056151256.151256,1326262626.2626264,1.9918377760853006e-05
1295,Michigan,Ogemaw County,20928,26129,1489121989.1219893,29681429.681429684,1459440559.4405594,1.4339741255390513e-05
1296,Michigan,Ontonagon County,5968,26131,9688733488.73349,6292644392.644393,3396063196.063196,1.7573288998032367e-06
1297,Michigan,Osceola County,23232,26133,1484330484.3304844,17378917.378917377,1466951566.951567,1.5836923674499902e-05
1298,Michigan,Oscoda County,8277,26135,1480393680.3936806,15151515.15151515,1465242165.2421653,5.648895586233715e-06
1299,Michigan,Otsego County,24397,26137,1362833462.833463,29059829.05982906,1333773633.773634,1.8291709614152278e-05
1300,Michigan,Ottawa County,284034,26139,4225356125.356126,2765967365.967366,1459388759.3887594,0.00019462531705325927
1301,Michigan,Presque Isle County,12797,26141,6663455063.455064,4957368557.368557,1706086506.0865061,7.5007919905270825e-06
1302,Michigan,Roscommon County,23877,26143,1502279202.2792022,156436156.43615642,1345868945.8689458,1.774095469940728e-05
1303,Michigan,Saginaw County,192778,26145,2113364413.3644135,41051541.05154105,2072286972.2869723,9.30266910799765e-05
1304,Michigan,St. Clair County,159566,26147,2166563066.5630665,298730898.73089874,1867832167.8321676,8.542844627480346e-05
1305,Michigan,St. Joseph County,60897,26149,1349469049.4690495,52939652.93965294,1296529396.5293965,4.6969239697157356e-05
1306,Michigan,Sanilac County,41376,26151,4117948717.948718,1624915824.915825,2493058793.058793,1.659647984042719e-05
